"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","WoodDeckSF","OpenPorchSF","EnclosedPorch","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
60,"RL",79,9245,2,"Lvl","Inside","CollgCr","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,3,1,0,1,0,939,939,"Ex",939,858,1797,0,2,1,3,"Gd",8,0,0,"Attchd",2006,2,2,639,3,144,53,0,"None",4,2007,"WD","Normal",213500
45,"RH",60,9000,3,"Lvl","Corner","SawyerW","Norm","1Fam","1.5Unf",6,3,1928,1950,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","BrkTil",2,2,1,1,0,1,0,784,784,"TA",784,0,784,0,1,0,2,"TA",5,0,0,"Detchd",1950,1,2,360,2,0,0,91,"None",10,2009,"WD","Normal",76000
60,"RL",80,53107,1,"Low","Corner","ClearCr","Feedr","1Fam","2Story",6,5,1992,1992,"Gable","HdBoard","HdBoard",0,0,"Gd","TA","PConc",4,3,3,6,985,1,0,595,1580,"Ex",1079,874,1953,1,2,1,3,"Gd",9,2,2,"Attchd",1992,3,2,501,3,216,231,0,"None",6,2007,"WD","Normal",240000
120,"RL",43,3182,3,"Lvl","Inside","Blmngtn","Norm","TwnhsE","1Story",8,5,2004,2005,"Gable","VinylSd","VinylSd",1,16,"Gd","TA","PConc",4,3,1,6,24,1,0,1232,1256,"Ex",1269,0,1269,0,2,0,2,"Gd",6,1,3,"Attchd",2004,3,2,430,3,146,20,0,"None",4,2010,"WD","Normal",192000
50,"RL",58,8410,3,"Lvl","FR2","Edwards","Feedr","1Fam","1.5Fin",5,3,1910,1996,"Gambrel","Wd Sdng","VinylSd",0,0,"TA","Fa","PConc",3,3,1,1,0,1,0,658,658,"TA",658,526,1184,0,1,0,5,"TA",8,0,0,"No Garage",1910,0,0,0,0,0,151,0,"None",5,2006,"WD","AdjLand",81000
80,"RL",72,7200,3,"Lvl","Inside","Edwards","Norm","1Fam","SLvl",6,6,1976,1976,"Hip","MetalSd","MetalSd",1,255,"TA","TA","CBlock",3,3,3,5,631,1,0,410,1041,"Ex",1125,0,1125,1,1,0,3,"TA",6,1,2,"Detchd",1977,1,1,352,3,296,0,0,"GdWo",10,2009,"WD","Abnorml",125000
20,"RL",93,9382,2,"Lvl","CulDSac","CollgCr","Norm","1Fam","1Story",7,5,1999,2000,"Gable","VinylSd","VinylSd",1,125,"Gd","TA","PConc",4,3,1,1,0,1,0,1468,1468,"Ex",1479,0,1479,0,2,0,3,"Gd",6,0,0,"Attchd",1999,2,2,577,3,120,25,0,"None",7,2008,"WD","Normal",191000
60,"RL",96,12474,3,"Lvl","Inside","NridgHt","Norm","1Fam","2Story",10,5,2007,2008,"Gable","VinylSd","VinylSd",2,272,"Ex","TA","PConc",5,3,3,6,1280,1,0,402,1682,"Ex",1742,590,2332,1,2,1,3,"Ex",9,1,5,"BuiltIn",2008,3,3,846,3,196,134,0,"None",8,2008,"New","Partial",426000
50,"RL",50,8405,3,"Lvl","Inside","Edwards","Norm","1Fam","1.5Fin",5,8,1900,1950,"Gable","MetalSd","MetalSd",0,0,"TA","TA","BrkTil",3,4,1,3,241,4,391,229,861,"Ex",961,406,1367,1,1,0,4,"TA",7,0,0,"Detchd",1978,1,1,384,3,0,130,112,"MnPrv",4,2008,"WD","Normal",119000
60,"RL",71,12209,2,"Lvl","CulDSac","Mitchel","Norm","1Fam","2Story",6,5,2001,2002,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",5,3,1,5,690,1,0,114,804,"Ex",804,1157,1961,1,2,1,3,"Gd",7,1,3,"BuiltIn",2001,3,2,560,3,125,192,0,"None",6,2009,"WD","Normal",215000
20,"RL",73,8339,2,"Lvl","Inside","NAmes","Norm","1Fam","1Story",5,7,1959,1959,"Gable","MetalSd","MetalSd",0,0,"TA","TA","Slab",0,0,0,0,0,0,0,0,0,"TA",882,0,882,0,1,0,3,"TA",5,0,0,"Attchd",1959,2,1,294,3,0,0,0,"MnPrv",7,2007,"WD","Normal",106500
30,"RL",51,7446,3,"Lvl","Corner","BrkSide","Feedr","1Fam","1Story",4,5,1941,1950,"Gable","WdShing","Wd Shng",0,0,"TA","TA","CBlock",3,3,1,3,266,1,0,522,788,"TA",788,0,788,0,1,0,2,"TA",4,2,3,"No Garage",1941,0,0,0,0,0,0,0,"GdWo",4,2006,"WD","Abnorml",100000
50,"RL",60,10134,3,"Lvl","Inside","OldTown","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","MetalSd","MetalSd",0,0,"TA","TA","CBlock",3,3,1,1,0,1,0,735,735,"Gd",735,299,1034,0,1,0,2,"TA",5,0,0,"Detchd",1940,1,1,240,3,0,39,0,"None",7,2007,"WD","Normal",109000
20,"RL",68,9571,3,"Lvl","Inside","Edwards","Norm","1Fam","1Story",5,6,1956,1956,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","CBlock",3,3,3,4,739,1,0,405,1144,"TA",1144,0,1144,1,1,0,3,"TA",6,0,0,"Attchd",1956,1,1,596,3,44,0,0,"None",6,2010,"WD","Normal",129000
20,"RL",60,7200,3,"Low","Inside","CollgCr","Norm","1Fam","1Story",5,5,1972,1972,"Hip","MetalSd","MetalSd",0,0,"TA","TA","CBlock",3,3,3,3,777,1,0,117,894,"TA",894,0,894,0,1,0,2,"TA",6,0,0,"Detchd",1985,2,2,600,3,215,0,0,"None",9,2009,"WD","Normal",123000
60,"RL",69,7590,3,"Lvl","Inside","NAmes","PosN","1Fam","2Story",5,5,1962,1962,"Gable","VinylSd","VinylSd",1,288,"TA","TA","CBlock",3,3,1,5,540,1,0,324,864,"TA",876,936,1812,0,2,0,4,"TA",8,1,3,"Attchd",1962,2,1,264,3,0,168,0,"None",7,2007,"WD","Normal",169500
30,"RM",60,8967,3,"Lvl","Corner","IDOTRR","Norm","1Fam","1Story",5,2,1920,1950,"Gable","MetalSd","MetalSd",0,0,"TA","Fa","BrkTil",2,1,1,1,0,1,0,961,961,"Gd",1077,0,1077,0,1,0,2,"TA",6,0,0,"Detchd",1920,1,1,338,1,0,0,0,"None",11,2007,"WD","Abnorml",67000
60,"FV",65,8125,3,"Lvl","Inside","Somerst","Norm","1Fam","2Story",7,5,2006,2007,"Gable","CemntBd","CmentBd",2,100,"Gd","TA","PConc",4,3,1,6,812,1,0,280,1092,"Ex",1112,438,1550,1,2,0,2,"Gd",7,0,0,"Attchd",2007,3,2,438,3,0,168,0,"None",10,2009,"WD","Normal",241000
120,"RL",38,14963,1,"Lvl","Inside","Veenker","Norm","TwnhsE","1Story",8,5,1996,1996,"Gable","BrkFace","BrkFace",0,0,"Gd","TA","PConc",4,3,1,6,786,1,0,474,1260,"Ex",1288,0,1288,1,1,1,1,"Ex",4,2,4,"Attchd",1996,3,2,500,3,120,30,0,"None",12,2008,"WD","Normal",245500
20,"RL",65,8767,2,"Lvl","Inside","CollgCr","Norm","1Fam","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,3,6,24,1,0,1286,1310,"Ex",1310,0,1310,0,2,0,3,"Gd",6,1,4,"Attchd",2005,3,2,400,3,0,0,0,"None",7,2006,"New","Partial",164990
30,"RL",60,10200,3,"Lvl","Inside","Sawyer","Norm","1Fam","1Story",5,8,1940,1997,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","PConc",3,3,1,1,0,1,0,672,672,"Ex",672,0,672,0,1,0,2,"TA",4,0,0,"Detchd",1940,1,1,240,3,168,0,0,"GdPrv",8,2008,"WD","Normal",108000
60,"RL",93,12090,3,"Lvl","Corner","NoRidge","Norm","1Fam","2Story",8,5,1998,1998,"Hip","VinylSd","VinylSd",1,650,"Gd","TA","PConc",4,3,1,1,0,1,0,1141,1141,"Gd",1165,1098,2263,0,2,1,4,"Gd",10,1,3,"BuiltIn",1998,3,2,420,3,144,123,0,"None",7,2006,"WD","Abnorml",258000
60,"RL",64,10364,2,"Lvl","Inside","Gilbert","Norm","1Fam","2Story",6,5,1995,1996,"Gable","MetalSd","MetalSd",0,0,"TA","TA","PConc",4,3,1,1,0,1,0,806,806,"Gd",806,766,1572,0,2,1,3,"TA",7,1,3,"BuiltIn",1995,3,2,373,3,0,40,0,"None",5,2007,"WD","Normal",168000
20,"RL",72,9991,2,"Lvl","Corner","Sawyer","Feedr","1Fam","1Story",4,4,1976,1993,"Gable","Plywood","Plywood",0,0,"TA","TA","CBlock",3,3,1,4,1116,1,0,165,1281,"Ex",1620,0,1620,1,2,0,3,"TA",8,1,3,"Attchd",1993,1,2,490,3,120,78,0,"GdWo",6,2009,"WD","Normal",150000
50,"RL",51,10480,3,"Lvl","Inside","SWISU","Norm","1Fam","1.5Fin",6,5,1936,1950,"Gable","MetalSd","MetalSd",0,0,"TA","TA","BrkTil",3,3,1,1,0,1,0,1064,1064,"Ex",1166,0,1639,0,1,0,3,"TA",6,0,0,"Detchd",1936,1,1,240,3,0,0,0,"None",3,2008,"WD","Normal",115000
70,"RL",63,15576,3,"Lvl","Inside","Crawfor","Norm","1Fam","2Story",6,7,1915,1976,"Gable","Wd Sdng","Plywood",0,0,"TA","TA","BrkTil",4,3,1,1,0,1,0,840,840,"Ex",840,840,1680,0,2,0,4,"TA",8,0,0,"Attchd",1960,1,1,308,3,0,0,160,"None",3,2008,"WD","Normal",177000
60,"RL",109,14154,3,"Lvl","Corner","NridgHt","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd",1,350,"Gd","TA","PConc",5,4,1,1,0,1,0,1063,1063,"Ex",1071,1101,2172,0,2,1,3,"Gd",9,1,4,"Attchd",2006,2,3,947,3,192,62,0,"None",8,2007,"New","Partial",280000
60,"FV",85,10800,3,"Lvl","Inside","Somerst","Norm","1Fam","2Story",8,5,2007,2008,"Gable","VinylSd","VinylSd",2,100,"Gd","TA","PConc",5,3,1,6,789,1,0,245,1034,"Ex",1050,1028,2078,1,2,1,3,"Ex",8,1,4,"Attchd",2008,3,3,836,3,0,102,0,"None",4,2008,"New","Partial",339750
20,"RL",68,9571,3,"Lvl","Inside","Edwards","Norm","1Fam","1Story",5,3,1958,1958,"Gable","BrkComm","Brk Cmn",0,0,"TA","Fa","CBlock",3,2,1,1,0,1,0,1276,1276,"TA",1276,0,1276,0,1,0,3,"TA",5,0,0,"Attchd",1958,1,1,350,3,0,0,0,"None",6,2009,"COD","Abnorml",60000
190,"RL",100,34650,3,"Bnk","Inside","Gilbert","Norm","2fmCon","1Story",5,5,1955,1955,"Hip","Wd Sdng","Wd Sdng",0,0,"TA","TA","CBlock",3,3,2,3,1056,1,0,0,1056,"TA",1056,0,1056,1,1,0,3,"TA",5,0,0,"Attchd",1955,3,2,572,3,264,0,0,"None",1,2006,"WD","Normal",145000
20,"FV",72,4403,1,"Lvl","Inside","Somerst","Norm","1Fam","1Story",7,5,2009,2009,"Gable","MetalSd","MetalSd",2,432,"Ex","TA","PConc",5,3,3,6,578,1,0,892,1470,"Ex",1478,0,1478,1,2,1,2,"Gd",7,1,4,"Attchd",2009,3,2,484,3,0,144,0,"None",6,2010,"New","Partial",222000
30,"RM",56,8960,3,"Lvl","Inside","OldTown","Artery","1Fam","1Story",5,6,1927,1950,"Gable","WdShing","Wd Shng",0,0,"TA","TA","CBlock",3,3,1,1,0,1,0,1008,1008,"Gd",1028,0,1028,0,1,0,2,"TA",5,1,4,"Detchd",1927,1,2,360,3,0,0,130,"None",3,2010,"WD","Normal",115000
60,"RL",59,11228,1,"Lvl","CulDSac","SawyerW","Norm","1Fam","2Story",7,5,1993,1993,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,4,50,6,531,499,1080,"Ex",1080,1017,2097,0,2,1,3,"Gd",9,1,3,"Attchd",1993,1,3,678,3,196,187,0,"None",12,2008,"WD","Normal",228000
20,"RL",73,8899,2,"Lvl","Inside","Gilbert","Norm","1Fam","1Story",7,5,2007,2007,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,3,6,24,1,0,1316,1340,"Ex",1340,0,1340,0,2,0,3,"Gd",6,0,0,"Attchd",2007,3,2,396,3,100,30,0,"None",8,2007,"New","Partial",181134
60,"RL",74,7844,3,"Lvl","Inside","Sawyer","Norm","1Fam","2Story",6,7,1978,1978,"Hip","HdBoard","HdBoard",1,203,"TA","TA","CBlock",3,3,1,5,209,1,0,463,672,"TA",672,728,1400,0,1,1,3,"TA",6,1,3,"Attchd",1978,3,2,440,3,0,0,0,"None",3,2006,"WD","Normal",149500
70,"RL",86,22420,2,"Lvl","Inside","Crawfor","Feedr","1Fam","2Story",6,6,1918,1950,"Hip","Wd Sdng","Stucco",0,0,"TA","TA","BrkTil",4,3,1,4,1128,1,0,242,1370,"TA",1370,1254,2624,1,2,1,4,"TA",10,1,4,"Detchd",1918,1,3,864,3,0,0,0,"None",11,2007,"WD","Normal",239000
50,"RL",60,8160,3,"Lvl","Inside","Edwards","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","MetalSd","MetalSd",0,0,"TA","TA","BrkTil",3,3,1,5,312,1,0,444,756,"Fa",756,378,1134,1,1,1,3,"TA",7,0,0,"Detchd",1940,1,1,240,3,0,0,0,"None",4,2007,"WD","AdjLand",126000
20,"RL",65,8450,3,"Lvl","Inside","NAmes","Norm","1Fam","1Story",5,6,1968,1968,"Gable","VinylSd","VinylSd",0,0,"TA","TA","CBlock",3,3,1,4,775,1,0,281,1056,"Ex",1056,0,1056,1,1,0,3,"TA",6,1,2,"Attchd",1968,1,1,304,3,0,85,184,"None",7,2010,"WD","Normal",142000
90,"RM",78,7060,3,"Lvl","Inside","Mitchel","Norm","Duplex","SFoyer",7,5,1997,1998,"Gable","VinylSd","VinylSd",1,200,"TA","Gd","PConc",4,4,4,6,1309,1,0,35,1344,"Ex",1344,0,1344,2,2,0,2,"TA",8,0,0,"Attchd",1997,3,4,784,3,0,0,0,"None",11,2008,"WD","Alloca",206300
20,"RL",80,16635,2,"Lvl","FR2","NWAmes","Norm","1Fam","1Story",6,7,1977,2000,"Gable","CemntBd","CmentBd",2,126,"Gd","TA","CBlock",4,3,1,5,1246,1,0,356,1602,"Gd",1602,0,1602,0,2,0,3,"Gd",8,1,3,"Attchd",1977,3,2,529,3,240,0,0,"None",6,2009,"WD","Normal",215000
20,"RL",100,21750,3,"HLS","Inside","Mitchel","Artery","1Fam","1Story",5,5,1954,1954,"Hip","HdBoard","HdBoard",0,0,"TA","TA","CBlock",3,3,1,1,0,1,0,988,988,"Ex",988,0,988,0,1,0,2,"TA",4,0,0,"Attchd",1954,2,2,520,3,0,0,0,"None",2,2008,"WD","Normal",113000
60,"RL",80,9200,3,"Lvl","Inside","NoRidge","Norm","1Fam","2Story",8,5,1998,1998,"Gable","VinylSd","VinylSd",1,473,"Gd","TA","PConc",4,3,1,6,986,1,0,484,1470,"Gd",1470,1160,2630,1,2,1,4,"Gd",8,1,3,"Attchd",1998,3,3,696,3,0,66,0,"None",6,2008,"WD","Normal",315000
20,"RL",72,9000,3,"Lvl","Inside","NAmes","Norm","1Fam","1Story",6,5,1956,1956,"Gable","Wd Sdng","Wd Sdng",1,74,"TA","TA","CBlock",4,3,1,2,616,1,0,580,1196,"Gd",1196,0,1196,1,1,0,2,"TA",6,1,4,"Attchd",1956,2,1,297,3,0,44,0,"None",5,2008,"WD","Normal",139000
60,"RM",60,3378,3,"HLS","Inside","OldTown","Norm","1Fam","2Story",7,8,1946,1992,"Gable","HdBoard","HdBoard",0,0,"TA","Gd","CBlock",3,3,1,1,0,1,0,651,651,"Gd",707,682,1389,0,1,1,3,"TA",6,2,4,"Detchd",1947,1,1,240,3,0,0,126,"None",9,2009,"WD","Normal",135000
80,"RL",67,12800,3,"Low","Inside","SawyerW","Norm","1Fam","SLvl",7,5,1989,1989,"Gable","Wd Sdng","Wd Sdng",1,145,"Gd","TA","PConc",4,3,4,6,1518,1,0,0,1518,"Gd",1644,0,1644,1,2,0,2,"Gd",5,1,3,"Attchd",1989,3,2,569,3,80,0,0,"None",8,2009,"WD","Normal",275000
20,"RL",77,8593,2,"Lvl","Inside","NAmes","Norm","1Fam","1Story",4,6,1957,1957,"Hip","MetalSd","MetalSd",0,0,"TA","TA","CBlock",3,3,1,3,288,1,0,619,907,"Ex",907,0,907,0,1,0,3,"TA",5,0,0,"Detchd",1964,1,1,352,3,0,0,0,"None",7,2008,"WD","Normal",109008
20,"RL",64,6762,3,"Lvl","Inside","CollgCr","Norm","1Fam","1Story",7,5,2007,2007,"Gable","VinylSd","VinylSd",1,108,"Gd","TA","PConc",4,3,1,6,664,1,0,544,1208,"Ex",1208,0,1208,1,2,0,2,"Gd",6,0,0,"Attchd",2007,2,2,628,3,105,54,0,"None",9,2007,"New","Partial",195400
20,"RL",130,11457,2,"Lvl","Corner","Timber","Norm","1Fam","1Story",6,5,1988,1988,"Gable","HdBoard","HdBoard",0,0,"TA","TA","CBlock",4,3,2,6,1005,1,0,387,1392,"TA",1412,0,1412,1,2,0,3,"Gd",6,1,3,"Attchd",1988,1,2,576,3,0,0,169,"None",3,2009,"WD","Normal",175000
160,"RM",21,1680,3,"Lvl","Inside","BrDale","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","HdBoard","HdBoard",1,232,"TA","TA","CBlock",3,3,1,5,387,1,0,96,483,"TA",483,504,987,0,1,1,2,"TA",4,0,0,"Detchd",1971,1,1,264,3,0,0,0,"None",7,2008,"COD","Abnorml",85400
50,"RM",60,5586,2,"Bnk","Inside","OldTown","Feedr","1Fam","1.5Fin",6,7,1920,1998,"Gable","MetalSd","MetalSd",0,0,"TA","TA","BrkTil",3,3,1,1,0,1,0,901,901,"Gd",1088,110,1198,0,1,0,4,"TA",7,0,0,"No Garage",1920,0,0,0,0,0,98,0,"MnPrv",9,2008,"ConLD","Abnorml",79900
160,"RM",24,1920,3,"Lvl","Inside","BrDale","Norm","TwnhsE","2Story",5,5,1971,1971,"Gable","HdBoard","HdBoard",1,376,"TA","TA","CBlock",3,3,1,5,471,1,0,294,765,"Ex",765,600,1365,1,1,1,2,"TA",6,0,0,"Detchd",1971,1,2,440,3,240,36,0,"None",8,2007,"WD","Normal",122500
60,"RL",100,10839,2,"Lvl","Corner","Gilbert","Norm","1Fam","2Story",6,5,1997,1998,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,1,1,0,1,0,926,926,"Ex",926,678,1604,0,2,1,3,"TA",7,1,3,"Attchd",1997,3,2,470,3,0,36,0,"None",7,2008,"WD","Normal",181000
180,"RM",21,1890,3,"Lvl","Inside","MeadowV","Norm","Twnhs","SFoyer",4,7,1972,1972,"Gable","CemntBd","CmentBd",0,0,"TA","Gd","CBlock",4,3,3,5,495,1,0,135,630,"Gd",630,0,630,1,1,0,1,"TA",3,0,0,"No Garage",1972,0,0,0,0,88,0,0,"None",6,2008,"WD","Normal",81000
60,"RL",43,10667,1,"Lvl","CulDSac","CollgCr","PosN","1Fam","2Story",7,6,1996,1996,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,3,6,385,5,344,70,799,"Ex",827,834,1661,1,2,1,3,"Gd",6,1,3,"Attchd",1996,2,2,550,3,158,61,0,"None",4,2009,"ConLw","Normal",212000
50,"RM",40,4400,3,"Lvl","Inside","OldTown","Norm","1Fam","1.5Fin",6,8,1920,1950,"Gable","Stucco","Stucco",0,0,"TA","TA","BrkTil",2,3,1,1,0,1,0,648,648,"TA",734,384,1118,0,1,0,2,"TA",6,0,0,"Detchd",1990,1,2,440,3,0,0,0,"None",10,2006,"WD","Normal",116000
45,"RM",50,6000,3,"Lvl","Inside","BrkSide","Norm","1Fam","1.5Unf",6,7,1926,2004,"Gable","Wd Sdng","Wd Sdng",0,0,"Gd","TA","PConc",3,3,1,1,0,1,0,884,884,"Gd",904,0,904,0,1,0,2,"TA",4,0,0,"Detchd",1926,1,1,180,3,0,0,105,"None",1,2009,"WD","Normal",119000
30,"RL",40,4280,3,"Lvl","Inside","Crawfor","Norm","1Fam","1Story",5,6,1913,2002,"Gable","WdShing","Stucco",0,0,"TA","TA","PConc",3,3,1,2,365,1,0,75,440,"TA",694,0,694,0,1,0,2,"Gd",4,1,4,"Detchd",1990,1,1,352,4,0,0,34,"MnPrv",3,2007,"WD","Normal",90350
50,"RL",67,12354,3,"Lvl","Corner","Edwards","Norm","1Fam","1.5Fin",6,8,1920,2000,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","BrkTil",3,2,2,1,0,1,0,684,684,"Gd",684,512,1196,0,1,0,3,"Gd",7,0,0,"Detchd",2005,1,2,528,3,0,46,0,"GdPrv",8,2009,"ConLI","Normal",110000
20,"RL",105,15431,3,"Lvl","Inside","NridgHt","Norm","1Fam","1Story",10,5,2008,2008,"Hip","VinylSd","VinylSd",2,200,"Ex","TA","PConc",5,3,4,6,1767,5,539,788,3094,"Ex",2402,0,2402,1,2,0,2,"Ex",10,2,4,"Attchd",2008,3,3,672,3,0,72,0,"None",4,2009,"WD","Normal",555000
90,"RL",92,12108,3,"Lvl","Inside","Edwards","Norm","Duplex","1Story",4,4,1955,1955,"Gable","VinylSd","VinylSd",1,270,"TA","TA","CBlock",3,3,1,5,133,1,0,1307,1440,"TA",1440,0,1440,0,2,0,4,"Fa",8,0,0,"No Garage",1955,0,0,0,0,0,0,0,"None",9,2008,"WD","Normal",118000
50,"RM",52,6240,3,"Lvl","Inside","BrkSide","Norm","1Fam","1.5Fin",5,7,1930,1992,"Gable","MetalSd","MetalSd",0,0,"TA","TA","PConc",3,3,1,1,0,1,0,1078,1078,"TA",1128,445,1573,0,2,0,3,"TA",8,1,4,"Detchd",1930,1,2,360,3,0,0,0,"None",6,2008,"WD","Normal",162900
120,"RL",53,3922,3,"Lvl","Inside","Blmngtn","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","WdShing","Wd Shng",1,72,"Gd","TA","PConc",5,3,3,1,0,1,0,1258,1258,"Ex",1258,0,1258,0,2,0,2,"Gd",6,1,4,"Attchd",2007,3,3,648,3,144,16,0,"None",6,2007,"New","Partial",172500
60,"RL",70,8750,3,"Lvl","Inside","CollgCr","Norm","1Fam","2Story",7,5,1994,1995,"Gable","VinylSd","VinylSd",0,0,"Gd","Gd","PConc",4,3,1,6,642,1,0,273,915,"Ex",933,975,1908,1,2,1,4,"Gd",8,1,3,"Attchd",1994,1,2,493,3,144,133,0,"None",7,2008,"WD","Normal",210000
20,"RL",73,9855,3,"Lvl","Corner","Edwards","Norm","1Fam","1Story",6,5,1956,1956,"Hip","Wd Sdng","Wd Sdng",0,0,"TA","TA","CBlock",3,3,1,1,0,1,0,1436,1436,"Fa",1689,0,1689,0,1,0,3,"TA",7,1,4,"Attchd",1956,1,2,480,3,0,0,0,"MnPrv",11,2009,"COD","Normal",127500
20,"RL",137,16492,2,"Lvl","Corner","NAmes","PosA","1Fam","1Story",6,6,1966,2002,"Gable","BrkFace","Plywood",0,0,"Gd","TA","CBlock",3,3,1,5,247,3,713,557,1517,"Ex",1888,0,1888,0,2,1,2,"Gd",6,1,4,"Attchd",1966,3,2,578,3,0,0,0,"None",6,2010,"WD","Normal",190000
60,"RL",64,11214,2,"Lvl","Corner","Gilbert","Norm","1Fam","2Story",7,5,1998,1999,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,930,930,"Gd",956,930,1886,0,2,1,4,"Gd",10,1,3,"Attchd",1998,3,2,431,3,89,0,0,"None",7,2006,"WD","Normal",199900
50,"RM",50,8600,3,"Bnk","Inside","IDOTRR","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","MetalSd","MetalSd",0,0,"TA","TA","BrkTil",3,3,1,1,0,1,0,780,780,"TA",780,596,1376,0,2,0,3,"TA",7,1,4,"Detchd",1937,1,1,198,3,0,0,0,"None",6,2006,"WD","Normal",119500
50,"RM",50,6000,3,"Lvl","Inside","OldTown","Norm","1Fam","1.5Fin",3,7,1948,2002,"Gable","MetalSd","MetalSd",0,0,"TA","Gd","CBlock",3,3,1,5,331,1,0,318,649,"Ex",679,504,1183,0,1,1,2,"TA",6,0,0,"Detchd",1981,1,1,308,3,0,176,0,"None",6,2007,"WD","Normal",120000
30,"RM",70,5684,3,"Lvl","Inside","OldTown","Norm","1Fam","1Story",6,8,1930,2005,"Hip","Wd Sdng","Wd Sdng",0,0,"TA","TA","BrkTil",3,3,1,1,0,1,0,813,813,"Ex",813,0,813,0,1,0,2,"Gd",5,0,0,"Detchd",1932,1,1,270,2,0,113,0,"None",6,2006,"WD","Normal",110000
20,"RL",62,70761,2,"Low","Inside","ClearCr","Norm","1Fam","1Story",7,5,1975,1975,"Gable","Plywood","Plywood",0,0,"TA","TA","CBlock",4,3,4,5,655,1,0,878,1533,"TA",1533,0,1533,1,2,0,2,"Gd",5,2,3,"Attchd",1975,1,2,576,3,200,54,0,"None",12,2006,"WD","Normal",280000
60,"RL",82,9303,2,"Lvl","Corner","Timber","Norm","1Fam","2Story",6,5,1996,1997,"Hip","VinylSd","VinylSd",1,42,"Gd","TA","PConc",5,3,1,5,742,1,0,130,872,"Ex",888,868,1756,1,2,1,3,"TA",7,0,0,"Attchd",1996,3,2,422,3,144,122,0,"None",7,2007,"WD","Normal",204000
60,"FV",75,9000,3,"Lvl","Inside","Somerst","Norm","1Fam","2Story",8,5,2008,2008,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,768,768,"Ex",786,804,1590,0,2,1,3,"Gd",6,0,0,"Attchd",2008,2,2,676,3,0,30,0,"None",6,2009,"WD","Normal",210000
90,"RL",63,9297,3,"Lvl","Inside","Mitchel","Norm","Duplex","1Story",5,5,1976,1976,"Gable","Plywood","Plywood",0,0,"TA","TA","CBlock",3,3,1,5,1606,1,0,122,1728,"TA",1728,0,1728,2,2,0,4,"TA",8,0,0,"Detchd",1976,1,2,560,3,0,0,0,"None",7,2006,"WD","Family",188000
20,"RL",80,9600,3,"Lvl","Inside","NWAmes","Norm","1Fam","1Story",7,6,1973,1973,"Hip","HdBoard","HdBoard",1,320,"TA","TA","CBlock",3,3,1,5,916,1,0,326,1242,"Fa",1242,0,1242,0,1,1,3,"TA",6,1,3,"Attchd",1973,1,2,528,3,0,0,0,"None",9,2007,"WD","Normal",175500
70,"RM",34,4571,3,"Lvl","Inside","OldTown","Norm","1Fam","2Story",5,5,1916,1950,"Gable","AsbShng","AsbShng",0,0,"TA","TA","BrkTil",3,3,1,1,0,1,0,624,624,"Fa",624,720,1344,0,1,0,4,"TA",7,0,0,"Detchd",1916,1,3,513,2,0,0,96,"None",5,2008,"COD","Abnorml",98000
20,"RL",80,53227,2,"Low","CulDSac","ClearCr","Norm","1Fam","1Story",4,6,1954,1994,"Flat","Plywood","Plywood",0,0,"TA","TA","CBlock",4,3,4,4,1116,1,0,248,1364,"Ex",1663,0,1663,1,1,0,2,"Gd",6,2,4,"Attchd",1954,3,2,529,3,224,137,0,"None",3,2008,"WD","Normal",256000
